PTS,+/-,TRB,trueShooting,assistToTurnover,stocks,minutesPlayed,usage
0.21764349608647038,0.24668578959609272,0.18051144910579978,0.3492234029674817,0.09929337482517553,0.23940198708241747,23.259794437726743,0.5192070963040447
0.1594530376444279,0.19319327079618576,0.06334614741768343,0.35655152051255984,0.21376803331113542,0.3686613670705497,31.742065602836856,0.5713852845560178
0.06767144986954901,0.21094658500658967,0.14229204969636192,0.31001146744984204,0.09489027148084199,0.3480230867802694,25.416754617414234,0.360391636254916
0.035501304509877006,0.2057523839057291,0.010251267480082456,0.3053400412349701,0.18429131075744792,0.16375814999002966,21.563584474885854,0.5444579703290309
0.14414834140887067,0.22567640902395533,0.27132430776087807,0.3424639275062444,0.09800065561328006,0.320952664702686,28.08034518289544,0.36319808808038173
0.02008013417815878,0.21854407318396776,0.010585547941389493,0.3276752092449499,0.2769927852677603,0.25868744792432485,16.614444444444448,0.48923194322521046
0.037295005590756616,0.15381037289712382,0.12897654465429828,0.3552524706248299,0.12684672168470873,0.3623475343913173,24.685271317829432,0.2493785736501707
0.0031913902348117778,0.21714861617179626,0.005738481252437462,0.25257491058965,0.1470822660260991,0.1446506735434834,13.2474358974359,0.3647457374270235
0.009178158777487887,0.20164353825877976,0.022006797036046577,0.29574945513639,0.01872330205008496,0.263040361711513,11.400231481481475,0.30558563224031277
0.06443346999627284,0.2623459182882394,0.04652069753189593,0.35152563922357194,0.373772466444536,0.6408659626179541,36.294117647058826,0.5382222032965289
0.11854733507267984,0.16458640204667027,0.19416123460917042,0.31129633611769664,0.05458589395455197,0.26910661019615584,21.459061771561732,0.4574002982230845
0.1318253820350354,0.26614466237692846,0.16719594406373614,0.3488550068555147,0.15341828368990434,0.8920499223260007,30.60221920289851,0.5304629623493102
0.05565132314573239,0.23908830141871462,0.029249540364365702,0.3401820095643296,0.2631127626125483,0.23636564141636926,26.47413419913421,0.32580391489445826
0.07647689153932165,0.29637956430731066,0.060727617137444984,0.3874479158232344,0.23578519401994355,0.3132952841672524,28.571909633418574,0.29477051302180485
0.12367219530376444,0.20001550507791302,0.17711293108251155,0.35081940750576385,0.049401101478098265,0.18199208484253557,19.927887323943658,0.4109305389658531
0.019125046589638463,0.2245135281804791,0.01660259624491615,0.2710350708648822,0.13088133471904048,0.20995413295874535,13.809304207119748,0.40081383961818834
0.04116194558330227,0.23459182882393984,0.03487659479636748,0.3249249774237375,0.05804211657212698,0.13979227653687293,15.877690700104491,0.3413333127868076
0.03678251956764816,0.19544150709357314,0.021895370215610898,0.3157520988359851,0.08484041423158188,0.22507421404642403,21.6654954954955,0.4103722770570722
0.0022595974655236677,0.22234281727265678,0.0014485486656638253,0.3388141774416124,0.07176988895862202,0.04671947220037974,9.958695652173912,0.558697291100238
0.03988073052553112,0.17846344677882006,0.07348598807733021,0.2663416220208053,0.06483486399585471,0.22325081122236254,20.642846270928445,0.401431131794562
0.06885948565039135,0.22273044422048222,0.05164633127193716,0.33251383135523743,0.1564438330713163,0.37225408028231144,26.755416666666665,0.4387867402326739
0.01511833768169959,0.1929606946274905,0.011532675915092763,0.26875697843507745,0.25728619143654163,0.22087928245846197,18.267777777777773,0.3677973901242166
0.002422661200149087,0.2138150244204977,0.003342804613070366,0.27181013267323784,0.07098042018007718,0.2149095721217468,15.229999999999997,0.3802468701956147
0.17778606038017145,0.20598496007442438,0.18207142459189926,0.3383212567872895,0.1576869997856224,0.39341578277258693,25.31077178030305,0.47788080122667415
0.15309355199403651,0.12411814869369718,0.13794640369937045,0.32975447692764304,0.10652546476717807,0.3678757065743819,24.66068155784651,0.5018441269944017
0.09494968319045845,0.29242576943949145,0.2113766783664828,0.3496016120648604,0.1467760288888876,0.6045260612760754,24.38354080221301,0.24948177049401657
0.06776462914647782,0.193425846964881,0.02551674187977046,0.2996582212339467,0.23378003838379716,0.18914235301531288,18.957908163265294,0.466346635332683
0.024180022363026462,0.20520970617877354,0.012591230709231712,0.3057098247040332,0.18226561383450052,0.14837506796196182,15.947965116279072,0.4677208695786221
